3,4,10,220,U,1,25
4,4,10,220,S,1,5,1,0,0,0
5,4,10,220,S,1,15,0,0,1,1
6,4,10,220,S,1,19,1,1,0,1
7,4,10,220,S,1,3,0,0,0,0
8,4,10,220,U,1,20
9,4,10,220,U,1,20
10,4,10,220,U,1,20
11,4,10,220,S,1,11,0,0,1,0
12,4,10,220,S,1,6,1,0,0,0
13,8,16,232,S,1,122,1,0,0,0,1,0,1,0
14,8,16,232,S,1,355,0,1,0,0,1,1,1,1
15,8,16,232,U,1,448
16,8,16,232,U,1,339
17,8,16,232,S,1,80,1,0,0,0,0,0,1,0
18,8,16,232,U,1,342
19,8,16,232,S,1,136,0,1,0,0,0,1,1,0
20,8,16,232,S,1,312,1,0,1,0,1,1,1,1
21,8,16,232,U,1,343
22,8,16,232,S,1,148,1,1,1,0,1,0,1,0
23,12,24,248,U,1,5786
24,12,24,248,U,1,5575
25,12,24,248,S,1,327,1,0,1,1,0,0,1,1,0,0,0,0
26,12,24,248,U,1,6376
27,12,24,248,U,1,5108
28,12,24,248,S,1,5984,1,0,1,0,1,0,0,0,0,1,1,1
29,12,24,248,U,1,5977
30,12,24,248,S,1,2897,0,0,1,1,0,1,1,1,1,1,1,0
31,12,24,248,U,1,6278
32,12,24,248,S,1,1808,1,0,1,0,1,0,1,0,0,0,1,0
33,16,32,264,S,1,88159,0,1,0,1,0,1,0,1,1,1,0,0,1,1,1,1
34,16,32,264,S,1,76726,0,1,0,1,1,0,0,0,0,1,0,1,1,0,1,1
35,16,32,264,U,1,71512
36,16,32,264,S,1,82615,1,1,0,1,0,0,0,1,0,1,0,1,0,1,1,1
37,16,32,264,U,1,79896
38,16,32,264,U,1,104923
39,16,32,264,S,1,29201,1,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0
40,16,32,264,U,1,91547
41,16,32,264,U,1,108520
42,16,32,264,U,1,97157
43,18,36,272,U,1,315727
44,18,36,272,U,1,299376
45,18,36,272,U,1,312419
46,18,36,272,U,1,331617
47,18,36,272,U,1,346084
